MGI_ID	BACKGROUND	GENE SYMBOL	STRAIN TYPE	TJL #	SPECIES	Std/Nonstd
12299	SEWA Tumor		Not Applicable			Nonstandard
26416	SF		Outbred			Standard
27139	SF-5613		Strain family			Standard
28144	SF-5621		Strain family			Standard
28063	SF/Cam		Substrain		M. m. domesticus (CA)	Standard
300	SF/CamEi		Substrain	280	M. m. domesticus (CA)	Standard
28146	SF/CamRk		Substrain		M. m. domesticus (CA)	Standard
1562	SF/EiJ		Substrain			Standard
27381	SFM	Myo7a	Strain family			Standard
25043	SH1	Myo7a	Strain family			Standard
25766	SH1/Le		Substrain	271		Standard
27960	SHC		Strain family			Standard
24752	SHC/a		Substrain			Standard
26837	SHC/b		Substrain			Standard
11571	SHM		Strain family			Standard
25547	SHM/2Gn		Substrain			Standard
549	SHN		Strain family			Standard
1550	SHR		Strain family			Standard
305	SHR/Gn	shm, Re	Substrain	622		Standard
25454	SHR/GnEi		Substrain			Standard
1866	SHR/GnEiJ		Substrain			Standard
28023	SHR/Gr		Substrain			Standard
27512	SI	iv	Strain family			Standard
26434	SI/Col	iv	Substrain	1045		Standard
19610	SI/Col-iv	iv	Mutant strain			Standard
2064	SI/Col-iv/iv	iv	Mutant strain			Standard
24860	SII		Strain family			Standard
26666	SIII		Strain family			Standard
25076	SIIT		Strain family			Standard
1763	SIM		Strain family			Standard
25460	SIM.R		Congenic			Standard
4030	SIM.S		Congenic	2390		Standard
25787	SIM/Ut		Congenic			Standard
24740	SIMPSON		Strain family			Standard
24487	SIV		Strain family			Standard
27212	SIV/Lay		Substrain			Standard
132	SJA		Strain family			Standard
25327	SJA/9		Substrain			Standard
27373	SJA/9Hz		Substrain			Standard
130	SJL		Strain family			Standard
9519	SJL and C57BL/6					Nonstandard
27635	SJL-TgN(Wnt1)1Hev		Transgenic	2436		Standard
76	SJL/AnPt		Substrain			Standard
44	SJL/Bm		Substrain	1902		Standard
5	SJL/J		Substrain	686		Standard
26028	SJL/J-B2m<tm1Unc>	B2m	Targeted mutation	2452		Standard
29612	SJL/J-B2m<tm1Unc>/Dcr	B2m	Targeted mutation	3425		Standard
25559	SJL/J-Crm<2J>	Crm	Mutant strain	1910		Standard
1808	SJL/J-Fas<lpr>	Fas	Mutant strain			Standard
25564	SJL/J-Lyst<bg> +<p> +<Tyr-c>	Lyst, p, Tyr	Mutant strain	494		Standard
29631	SJL/J-Pdeb<rd1>	Pdeb	Mutant strain			Standard
24995	SJL/J-Prkdc<scid>/Sz	Prkdc	Mutant strain			Standard
28262	SJL/J-Slc9a1<swe>/+	Slc9a1	Mutant strain	3011		Standard
26589	SJL/J-TgN(Aa26 Ab62)4Strasbourg		Mutant strain	2031		Standard
29617	SJL/J-TgN(B2M,HLA-B2705)Dcr		Transgenic	3432		Standard
28129	SJL/J-ic	ic	Mutant strain			Standard
528	SJL/JA		Substrain			Standard
696	SJL/JBm		Substrain			Standard
28544	SJL/JHanHsd		Substrain			Standard
28378	SJL/JHsd		Substrain			Standard
25986	SJL/JHz		Substrain			Standard
571	SJL/JLw		Substrain			Standard
290	SJL/JLwPt		Substrain			Standard
26282	SJL/JMp		Substrain			Standard
1339	SJL/JN		Substrain			Standard
25099	SJL/JOla		Substrain			Standard
1161	SJL/JPas		Substrain			Standard
26953	SJL/JWtBm		Substrain			Standard
905	SJL/LwPt		Substrain			Standard
24467	SJL/Mp		Substrain			Standard
24979	SJL/N		Substrain			Standard
28359	SJL/OlaHsd		Substrain			Standard
209	SJL/Wt		Substrain	1097		Standard
28056	SJL/WtBm		Substrain			Standard
27950	SJLSmn.AKR-Hfh11<nu-str>	Hfh11	Congenic			Standard
25391	SJLSmn.B6-Hcph<me-v>	Hcph	Congenic			Standard
28148	SJLSmn.C3H-Fasl<gld>	Fasl	Congenic			Standard
27402	SJLSmn.MRL-Fas<lpr>	Fas	Congenic			Standard
27510	SK		Strain family		M. m. domesticus (Skokholm, UK)	Standard
199	SK/Cam		Substrain	298	M. m. domesticus (Skokholm, UK)	Standard
465	SK/CamEi		Substrain	295	M. m. domesticus (Skokholm, UK)	Standard
566	SK/CamRk		Substrain		M. m. domesticus (Skokholm, UK)	Standard
25296	SK/Rk-ic<5J>	ic	Substrain	1443	M. m. domesticus (Skokholm, UK)	Standard
26027	SKH1		Strain family			Standard
25170	SKH2/J-hr	hr	Strain family	2335		Standard
53	SKIVE		Strain family			Standard
1389	SKIVE/Ei		Substrain	1393		Standard
27515	SL		Strain family			Standard
6266	SL/Am		Substrain			Standard
1199	SL/Kh		Substrain			Standard
30042	SL/Ms		Substrain			Standard
872	SL/NiA		Substrain			Standard
28981	SL/Qdj		Substrain			Standard
26082	SL/Rl		Substrain			Standard
550	SLN		Strain family			Standard
28203	SLOW		Strain family			Standard
25116	SLT		Strain family			Standard
26355	SLT/Ch		Substrain			Standard
118	SM		Strain family			Standard
1538	SM/Ckc		Substrain			Standard
29805	SM/Ckc-+<Dac>-+/+	Dac	Mutant strain			Standard
2039	SM/Ckc-Dac +/+	Dac	Mutant strain			Standard
2038	SM/Ckc-Dac Lep<ob-2J>/Lep<ob-2J>	Dac, Lep	Mutant strain			Standard
24936	SM/Ckc-Dac/+	Dac	Mutant strain	264		Standard
25597	SM/Ckc-Lep<ob-2J>/+	Lep	Mutant strain			Standard
64	SM/J		Substrain	687		Standard
24834	SM/J-Y<POSZ>		Consomic	2901		Standard
27357	SM/JA		Substrain			Standard
25158	SM/JCv		Substrain			Standard
26935	SM/JH		Substrain			Standard
26311	SM/Ml		Substrain			Standard
25724	SMA		Strain family			Standard
26462	SMA/Ms		Substrain			Standard
29310	SMMC		Strain family		China	Standard
24415	SMXA-		RI			Standard
27428	SMXA-13		RI			Standard
24844	SMXA-2		RI			Standard
26301	SMXA-20		RI			Standard
26305	SMXA-28		RI			Standard
28965	SMZ		Strain family			Standard
28089	SOD1		Strain family			Standard
25542	SOD1/Ei		Substrain	1224		Standard
1413	SP		Strain family		M. spretus (France)	Standard
25012	SP/Cam		Substrain		M. spretus	Standard
29308	SPAIN		Strain family		M. spretus	Standard
29309	SPAIN/Ei		Substrain		M. spretus	Standard
186	SPE		Strain family		M. spretus (Extinct)	Standard
1646	SPE/Crc		Substrain		M. spretus (Extinct)	Standard
155	SPE/Pas		Substrain		M. spretus (Extinct)	Standard
22241	SPE1		Not Specified			Nonstandard
17663	SPM		Strain family			Standard
29787	SPM/N		Substrain		M. spretus	Standard
1363	SPR		Strain family		M. spretus (London)	Standard
16106	SPR or SEG/Pas				M. spretus	Nonstandard
16108	SPR or SEG/Pas or C57BL/6J					Nonstandard
1470	SPR/Smh		Substrain		M. spretus (London)	Standard
1476	SPR/SmhPas		Substrain		M. spretus (Spain)	Standard
1395	SPRET		Outbred		M. spretus (Morocco)	Standard
24504	SPRET-2		Strain family	1146	M. spretus (Spain)	Standard
34	SPRET/Ei		Substrain		M. spretus	Standard
1398	SPRET/EiJ		Substrain		M. spretus (Spain)	Standard
27589	SPRET/Rk		Substrain		M. spretus (Spain)	Standard
25362	SPRET/Rp		Substrain		M. spretus (Morocco)	Standard
26192	SRH		Strain family			Standard
24945	SRL		Strain family			Standard
1322	SS		Strain family		SS - Short Sleep	Standard
1989	SS/Ibg		Substrain			Standard
1301	SSIN		Strain family	2931		Standard
25244	SSIN/Sprd		Substrain			Standard
30021	SSIN/Utsp		Substrain			Standard
24420	SSL		Strain family	308		Standard
1504	SSL/Le		Substrain			Standard
1187	SSL/Le-Ednrb<s>/Ednrb<s-l>	Ednrb	Mutant strain			Nonstandard
20857	SSL/Le-Ednrb<s>/Ednrb<s> or SSL/Le-Ednrb<s-l>	Ednrb	Mutant strain			Nonstandard
18091	SSL/Le-Ednrb<s>/Ednrb<s> or SSL/Le-Ednrb<s-l>/Ednrb<s-l>	Ednrb	Mutant strain	1526		Standard
25336	SSL/Le-ru<4J>	ru	Mutant strain			Standard
596	ST		Strain family			Standard
363	ST/a		Strain family			Standard
25770	ST/aBom		Substrain			Standard
27496	ST/aFibBom		Substrain			Standard
1559	ST/b		Substrain			Standard
26223	ST/bBom		Substrain	688		Standard
19	ST/bJ		Substrain			Standard
25843	ST/bJN		Substrain			Standard
27395	ST/bN		Substrain			Standard
24820	STA		Strain family			Standard
24683	STA/Je		Substrain			Standard
25511	STAR		Strain family			Standard
26031	STAR/N		Substrain			Standard
24821	STB		Strain family			Standard
25411	STB/Je		Substrain			Standard
1090	STF		Strain family		M. spretus (Tunisia)	Standard
1654	STF/Pas		Substrain		M. spretus (France)	Standard
23753	STF/Pas or SEG/PAS					Nonstandard
27337	STL		Strain family	1640		Nonstandard
29172	STOCK (C57BL/6 x STY)F1-rb	rb	Mutant stock			Standard
29974	STOCK -T t<s6>/+	T, t	Mutant stock	2158		Standard
30179	STOCK 1(1)-3/+		Mutant stock	2142		Standard
28480	STOCK A Tyr<c> Sha	a, Tyr, Sha	Mutant stock	1759		Standard
28669	STOCK A/A-Dab1<scm>/+	Dab1	Mutant stock	2043		Standard
29722	STOCK Ada<tm1Mw>	Ada	Targeted mutation	2493		Standard
29562	STOCK Aga<tm1>	Aga	Targeted mutation	2578		Standard
26884	STOCK Ar<Tfm> Prkdc<scid>/Bm	Ar, Prkdc	Mutant stock	3463		Standard
30003	STOCK B6,129-Grm5<tm1Rod>	Grm5	Targeted mutation	3121		Standard
28016	STOCK Bcl2<tm1Mpin>	Bcl2	Targeted mutation	3082		Standard
25405	STOCK Bdnf<tm1Jae>	Bdnf	Targeted mutation	2267		Standard
29515	STOCK Cdh2<tm1Hyn>	Cdh2	Targeted mutation	3179		Standard
24497	STOCK Cftr<tm1Unc>-TgN(FABPCFTR)Jaw	Cftr	Targeted mutation	2364		Standard
30149	STOCK Cp<tm1Hrs>	Cp	Targeted mutation	3582		Standard
29225	STOCK D113<pu> + Tyr<c-ch>/+ p Tyr<c-ch>	Tyr, p	Mutant stock	306		Nonstandard
26668	STOCK D17Aus9<df-10J>/+	D17Aus9	Mutant stock	3084		Standard
27103	STOCK D17Aus9<df-13J>	D17Aus9	Mutant stock	3085		Standard
28205	STOCK D17Aus9<df-4J>	D17Aus9	Mutant stock	3086		Standard
25346	STOCK D17Aus9<df-5J>	D17Aus9	Mutant stock	3083		Standard
27998	STOCK Dll3<pu> + Tyr<c-ch>/+ p Tyr<c-ch>	Tyr, p	Mutant stock			Standard
27390	STOCK Drd1a<tm1Jcd>	Drd1a	Mutant stock	2322		Standard
25045	STOCK Ds/+ Myo5a<d>/Myo5a<d>	Ds, Myo5a	Mutant stock	390		Standard
25469	STOCK En1<tm1Alj>	En1	Targeted mutation	2656		Standard
28244	STOCK Es1<e>/Es1<e> Hfh11<nu>/+	Es1, Hfh11	Mutant stock	3118		Standard
26128	STOCK Evi1<tm1Mmor>	Evi1	Targeted mutation	2906		Standard
28952	STOCK Fgf2<tm1Doe>	Fgf2	Targeted mutation			Standard
28993	STOCK Fos<tm1Pa>	Fos	Targeted mutation	3286		Standard
25230	STOCK Ggta1<tm1Jbl>	Ggta1	Targeted mutation	2912		Standard
24574	STOCK Ghrhr<lit> Prkdc<scid>/Bm	Ghrhr, Prkdc	Mutant stock	2577		Standard
26372	STOCK Gnrh<hpg> Prkdc<scid>/Bm	Gnrh, Prkdc	Mutant stock	2038		Standard
28391	STOCK Gpt1<b> Gdc1<d> bt<2J>	Gpt1, Gdc1, bt	Mutant stock			Standard
26251	STOCK Gria2<tm1Rod>	Gria2	Targeted mutation	2913		Standard
30124	STOCK Grm4<tm1Hpn>	Grm4	Targeted mutation	3576		Standard
29585	STOCK Hba<tm1Paz> Hbb<tm1Tow> TgN(HBB-HBBs)41Paz	Hba, Hbb	Targeted mutation, Transgenic	3342		Standard
29566	STOCK Hdh<tm2Mem>	Hdh	Targeted mutation			Standard
29568	STOCK Hdh<tm4Mem>	Hdh	Targeted mutation	3453		Standard
29569	STOCK Hdh<tm5Mem>	Hdh	Targeted mutation	3455		Standard
25734	STOCK Hk/+ Tyr<c>/Tyr<c>	Hdh	Mutant stock	3456		Standard
28953	STOCK Igf1<tm1Ts>/Im	Igf1	Targeted mutation	3258		Standard
28954	STOCK Igf1<tm2Ts>/Im	Igf1	Targeted mutation			Standard
24618	STOCK In(1)12Rk	In(1)12Rk	Chromosome aberration, Inversion	851		Standard
25558	STOCK In(1)1Rk	In(1)1Rk	Chromosome aberration, Inversion	716		Standard
24758	STOCK In(1)23Rk	In(1)23Rk	Chromosome aberration, Inversion	943		Standard
24428	STOCK In(1)24Rk	In(1)24Rk	Chromosome aberration, Inversion	946		Standard
25148	STOCK In(1)38Rk	In(1)38Rk	Chromosome aberration, Inversion	1032		Standard
25858	STOCK In(1)46Rk	In(1)46Rk	Chromosome aberration, Inversion	730		Standard
28190	STOCK In(1)49Rk	In(1)49Rk	Chromosome aberration, Inversion	1031		Standard
27070	STOCK In(10)42Rk	In(10)42Rk	Chromosome aberration, Inversion	724		Standard
25217	STOCK In(10)57Rk	In(10)57Rk	Chromosome aberration, Inversion	1635		Standard
26508	STOCK In(10)6Rk	In(10)6Rk	Chromosome aberration, Inversion	719		Standard
26675	STOCK In(11)20Rk	In(11)20Rk	Chromosome aberration, Inversion	834		Standard
25215	STOCK In(12)25Rk	In(12)25Rk	Chromosome aberration, Inversion	982		Standard
27403	STOCK In(13)31Rk	In(13)31Rk	Chromosome aberration, Inversion	890		Standard
25599	STOCK In(13)43Rk	In(13)43Rk	Chromosome aberration, Inversion	727		Standard
24854	STOCK In(13)50Rk	In(13)50Rk	Chromosome aberration, Inversion	1375		Standard
26034	STOCK In(14)22Rk	In(14)22Rk	Chromosome aberration, Inversion	931		Standard
27599	STOCK In(14)36Rk	In(14)36Rk	Chromosome aberration, Inversion	1024		Standard
27249	STOCK In(14)54Rk	In(14)54Rk	Chromosome aberration, Inversion	1377		Standard
24617	STOCK In(15)18Rk	In(15)18Rk	Chromosome aberration, Inversion	620		Standard
25166	STOCK In(15)21Rk	In(15)21Rk	Chromosome aberration, Inversion	920		Standard
27844	STOCK In(15)35Rk	In(15)35Rk	Chromosome aberration, Inversion	1023		Standard
26334	STOCK In(16)37Rk	In(16)37Rk	Chromosome aberration, Inversion	721		Standard
25392	STOCK In(16)51Rk	In(16)51Rk	Chromosome aberration, Inversion	1376		Standard
25913	STOCK In(2)19Rk	In(2)19Rk	Chromosome aberration, Inversion	830		Standard
27705	STOCK In(2)3Dn	In(2)3Dn	Chromosome aberration, Inversion	1637		Standard
27892	STOCK In(2)40Rk	In(2)40Rk	Chromosome aberration, Inversion	723		Standard
26542	STOCK In(2)5Rk	In(2)5Rk	Chromosome aberration, Inversion	715		Standard
26579	STOCK In(3)11Rk	In(3)11Rk	Chromosome aberration, Inversion	850		Standard
27823	STOCK In(4)1Dn	In(4)1Dn	Chromosome aberration, Inversion	1564		Standard
26069	STOCK In(4)28Rk	In(4)28Rk	Chromosome aberration, Inversion	877		Standard
26852	STOCK In(4)32Rk	In(4)32Rk	Chromosome aberration, Inversion	897		Standard
29245	STOCK In(4)55Rk	In(4)55Rk	Chromosome aberration, Inversion			Standard
26783	STOCK In(4)56Rk Rd4/+	Rd4, In(4)56Rk	Chromosome aberration, Inversion	1379		Standard
27757	STOCK In(5)2Rk	In(5)2Rk	Chromosome aberration, Inversion	717		Standard
26904	STOCK In(5)30Rk	In(5)30Rk	Chromosome aberration, Inversion	852		Standard
28053	STOCK In(5)33Rk	In(5)33Rk	Chromosome aberration, Inversion	907		Standard
28025	STOCK In(5)9Rk	In(5)9Rk	Chromosome aberration, Inversion	718		Standard
25119	STOCK In(6)47Rk	In(6)47Rk	Chromosome aberration, Inversion	1029		Standard
28524	STOCK In(6)48Rk	In(6)48Rk	Chromosome aberration, Inversion	1030		Standard
26806	STOCK In(7)13Rk	In(7)13Rk	Chromosome aberration, Inversion	853		Standard
25035	STOCK In(8)14Rk	In(8)14Rk	Chromosome aberration, Inversion	854		Standard
26472	STOCK In(8)34Rk	In(8)34Rk	Chromosome aberration, Inversion	1020		Standard
27646	STOCK In(9)26Rk	In(9)26Rk	Chromosome aberration, Inversion	855		Standard
25138	STOCK In(9)39Rk	In(9)39Rk	Chromosome aberration, Inversion	722		Standard
26627	STOCK In(X)1H	In(X)1H	Chromosome aberration, Inversion	919		Standard
26307	STOCK Is(7;1)40H	Is(7;1)40H	Chromosome aberration, Inversion	2460		Standard
26354	STOCK Is(In7;X)1Ct	Is(In7;X)1Ct	Chromosome aberration, Insertion	582		Standard
28044	STOCK Itgb1<tm1Lscd>	Itgb1	Targeted mutation	3096		Standard
24510	STOCK Jag2<sm>+	Jag2	Mutant stock	239		Standard
25092	STOCK Kdr<tm1Jrt>	Kdr	Targeted mutation	2593		Standard
27435	STOCK Lop10	Lop10	Mutant stock	1490		Standard
25844	STOCK Lop12	Lop12	Mutant stock	1646		Standard
27581	STOCK Macs<tm1Pjb>	Macs	Targeted mutation			Standard
27702	STOCK Mag<tm1Rod>	Mag	Targeted mutation	2403		Standard
24899	STOCK Mgf<Sl-16J>	Mgf	Mutant stock	979		Standard
26482	STOCK Mitf<Mi-wh> +/+ Wnt7a<px>	Mitf, Wnt7a	Mutant stock	1253		Standard
26121	STOCK Mos<tm1Ev>	Mos	Targeted mutation	2404		Standard
24407	STOCK Mpv17	Mpv17	Mutant stock	2125		Standard
28949	STOCK Myo15<sh2>/+	Myo15	Mutant stock	109		Standard
27205	STOCK Myo7a<sh1-7J>/+	Myo7a	Mutant stock	2919		Standard
24943	STOCK Notch1<tm1Con>	Notch1	Targeted mutation	2445		Standard
26408	STOCK Ntf3<tm1Jae>	Ntf3	Targeted mutation	2276		Standard
26023	STOCK Prop1<df>/+ +/Tyrp1<b> +/p	Prop1, Tyrp1	Mutant stock			Standard
28488	STOCK Prop1<df>/+ +/p	Prop1, p	Mutant stock	1618		Standard
25707	STOCK Rb(1.2)18Lub	Rb(1.2)18Lub	Mutant stock	860		Standard
29162	STOCK Rb(1.2)1Ei					Standard
24685	STOCK Rb(1.3)1Ei	Rb(1.3)1Ei	Chromosome aberration, Robertsonian	975		Standard
27476	STOCK Rb(1.7)1Rma	Rb(1.7)1Rma	Chromosome aberration, Robertsonian	862		Standard
26289	STOCK Rb(10.11)5Rma	Rb(10.11)5Rma	Chromosome aberration, Robertsonian	891		Standard
28226	STOCK Rb(10.11)8Bnr	Rb(10.11)8Bnr	Chromosome aberration, Robertsonian	614		Standard
24743	STOCK Rb(10.12)5Lub	Rb(10.12)5Lub	Chromosome aberration, Robertsonian	892		Standard
25651	STOCK Rb(11.13)4Bnr	Rb(11.13)4Bnr	Chromosome aberration, Robertsonian	729		Standard
26347	STOCK Rb(11.13)6Lub	Rb(11.13)6Lub	Chromosome aberration, Robertsonian	895		Standard
25027	STOCK Rb(13.16)1Mpl	Rb(13.16)1Mpl	Chromosome aberration, Robertsonian	1100		Standard
24559	STOCK Rb(16.17)7Bnr	Rb(16.17)8Lub	Chromosome aberration, Robertsonian	615		Standard
26835	STOCK Rb(16.17)8Lub	Rb(16.17)8Lub	Chromosome aberration, Robertsonian	898		Standard
25103	STOCK Rb(2.18)6Rma	Rb(2.18)6Rma	Chromosome aberration, Robertsonian	867		Standard
26209	STOCK Rb(2.18)6Rma Rb(12.14)8Rma	Rb(2.18)6Rma, Rb(12.14)8Rma	Chromosome aberration, Robertsonian	896		Standard
30217	STOCK Rb(2.18)6Rma Rb(2.18)8Rma					Standard
24790	STOCK Rb(2.8)2Lub Rb(7.18)9Lub	Rb(2.8)2Lub, Rb(7.18)9Lub	Chromosome aberration, Robertsonian	864		Standard
26012	STOCK Rb(3.15)2Rk	Rb(3.15)2Rk	Chromosome aberration, Robertsonian	871		Standard
25285	STOCK Rb(3.8)2Ei	Rb(3.8)2Ei	Chromosome aberration, Robertsonian	980		Standard
27668	STOCK Rb(3.8)2Rma	Rb(3.8)2Rma	Chromosome aberration, Robertsonian	869		Standard
25747	STOCK Rb(3.9)12Lub	Rb(3.9)12Lub	Chromosome aberration, Robertsonian	870		Standard
24650	STOCK Rb(4.11)12Rma	Rb(4.11)12Rma	Chromosome aberration, Robertsonian	873		Standard
25444	STOCK Rb(4.15)4Rma	Rb(4.15)4Rma	Chromosome aberration, Robertsonian	876		Standard
27294	STOCK Rb(4.6)2Bnr	Rb(4.6)2Bnr	Chromosome aberration, Robertsonian	720		Standard
25587	STOCK Rb(4.6)2Bnr/Ei	Rb(4.6)2Bnr	Chromosome aberration, Robertsonian			Standard
27248	STOCK Rb(5.14)21Lub	Rb(5.14)21Lub	Chromosome aberration, Robertsonian	878		Standard
26275	STOCK Rb(5.15)15Rma	Rb(5.15)15Rma	Chromosome aberration, Robertsonian	880		Standard
27048	STOCK Rb(5.17)7Rma	Rb(5.17)7Rma	Chromosome aberration, Robertsonian	881		Standard
28013	STOCK Rb(5.19)1Wh	Rb(5.19)1Wh	Chromosome aberration, Robertsonian	882		Standard
26362	STOCK Rb(5.6)1Ty	Rb(5.6)1Ty	Chromosome aberration, Robertsonian	1884		Standard
26883	STOCK Rb(6.16)24Lub	Rb(6.16)24Lub	Chromosome aberration, Robertsonian	885		Standard
29886	STOCK Rb(6.16)24Lub-Cacna1a<tg-3J>	Rb(6.16)24Lub, Cacna1a	Chromosome aberration, Robertsonian	1234		Standard
26555	STOCK Rb(8.12)22Lub	Rb(8.12)22Lub	Chromosome aberration, Robertsonian	887		Standard
25755	STOCK Rb(9.19)163H	Rb(9.19)163H	Chromosome aberration, Robertsonian	613		Standard
24454	STOCK Rb3,4,7Bnr/Ei		Not Specified			Nonstandard
27104	STOCK Rd4/+	Rd4	Mutant stock			Standard
25197	STOCK Re<wc>	Re	Mutant stock			Standard
28748	STOCK Re<wc>/+	Re	Mutant stock	1610		Standard
29289	STOCK Shh<tm1>	Shh	Targeted mutation	2834		Standard
29812	STOCK Sod1<tm1Leb>	Sod1	Targeted mutation	2972		Standard
28202	STOCK Sp4<tm1Ssp>	Sp4	Targeted mutation	3119		Standard
29956	STOCK T t<h50>/+	T, t	Mutant stock	2161		Standard
24470	STOCK T(10;18)18H	T(10;18)18H	Mutant stock	605		Standard
28323	STOCK T(10;18)18H-mu<J>	T(10;18)18H, mu	Chromosome aberration	1619		Standard
24889	STOCK T(12;17)4Rk	T(12;17)4Rk	Chromosome aberration	1189		Standard
24824	STOCK T(2;11)30H/+ x A/J-a Gdf5<bp-J>	T(2;11)30H, Gdf5, a	Chromosome aberration	596		Standard
27807	STOCK T(2;16)28H A/T(2;16)28H a	T(2;16)28H, a	Chromosome aberration	970		Standard
29764	STOCK T(2;4)1Sn a/T(2;4)1Sn a	T(2;4)1Sn, a	Chromosome aberration	590		Standard
27432	STOCK T(2;8)26H a/T(2;8)26H a +/Tyrp1<b>	T(2;8)26H, a, Tyrp1	Chromosome aberration	594		Standard
27094	STOCK T(3;4)5Rk Tyrp1<b>/T(3;4)5Rk Tyrp1<b>	T(3;4)5Rk, Tyrp1	Translocation			Standard
30074	STOCK T(3;4)5RkTyrp1<b>/T(3;4)5Rk Tyrp1<b>	Tyrp1, T(3;4)5Rk	Chromosome aberration	1101		Standard
24700	STOCK T(7;18)50H	T(7;18)50H	Chromosome aberration	1816		Standard
29926	STOCK T(9;17)10Ad	T(9;17)10Ad	Chromosome aberration	1628		Standard
26606	STOCK T(9;17)138Ca	T(9;17)138Ca	Chromosome aberration	603		Standard
25953	STOCK T(X;16)16H +/+ Ta	T(X;16)16H, Ta	Mutant stock	583		Standard
27443	STOCK T(X;4)37H	T(X;4)37H	Chromosome aberration	856		Standard
27074	STOCK T/t<w2>	T, t	Chromosome aberration	2147		Standard
28002	STOCK T<c>/+	T	Mutant stock	1814		Standard
25811	STOCK TgN(Ea16)1Strasbourg		Transgenic	1658		Standard
26564	STOCK TgN(FSE124A)17Bir		Transgenic	2011		Standard
29726	STOCK TgN(GFAP-TVA)5Hev		Transgenic	3528		Standard
25795	STOCK TgN(GFPU)5Nagy		Transgenic	3116		Standard
26454	STOCK TgN(GFPX)4Nagy		Transgenic	3115		Standard
24719	STOCK TgN(GPD1)1Bir		Transgenic	1285		Standard
24717	STOCK TgN(GPD1)2Bir		Transgenic	1296		Standard
24718	STOCK TgN(GPD1)3Bir		Transgenic	1284		Standard
25160	STOCK TgN(GPDH)18Bir		Transgenic	2012		Standard
27899	STOCK TgN(GPDH)19Bir		Transgenic	2013		Standard
25249	STOCK TgN(GPDH-A1)6Bir		Transgenic	1511		Standard
25773	STOCK TgN(GPDH-A2)4Bir		Transgenic	1295		Standard
27595	STOCK TgN(GUSB)8Bir		Transgenic	1520		Standard
25144	STOCK TgN(GUSB)9Bir		Transgenic	1521		Standard
25849	STOCK TgN(IFABP-GH)11Bir		Transgenic	1878		Standard
27446	STOCK TgN(IFABP-GH)12Bir		Transgenic	1879		Standard
26161	STOCK TgN(IFABP-GH)15Bir		Transgenic	1909		Standard
